ID.ornitho.ch	ID.Espèce.Biolovision	Espèce	Nom.scientifique	Famille	Date	Jour	Mois	Année	Heure.début	Heure.fin	Commune	Département	Type.de.localisation	Altitude	Nombre
607599	371	Mésange bleue	Cyanistes caeruleus	Paridae	19.01.2014	19	1	2014	0.375	0.41666666666666669	Hames-Boucres	62	Jardin	0	2
607668	371	Mésange bleue	Cyanistes caeruleus	Paridae	19.01.2014	19	1	2014	0.35416666666666669	0.375	Bouquehault	62	Jardin	82	1
607736	371	Mésange bleue	Cyanistes caeruleus	Paridae	19.01.2014	19	1	2014	0.50694444444444442	0.52777777777777779	Calais	62	Jardin	4	5
607977	371	Mésange bleue	Cyanistes caeruleus	Paridae	19.01.2014	19	1	2014	0.45833333333333331	0.5	Sadirac	33	Jardin	103	5
608190	371	Mésange bleue	Cyanistes caeruleus	Paridae	19.01.2014	19	1	2014	0.58333333333333337	0.66666666666666663	Pihem	62	Jardin	114	3
608233	371	Mésange bleue	Cyanistes caeruleus	Paridae	19.01.2014	19	1	2014	0.5	0.58333333333333337	Maisnil-lès-Ruitz	62	Jardin	115	3
608699	371	Mésange bleue	Cyanistes caeruleus	Paridae	19.01.2014	19	1	2014	0.54166666666666663	0.625	Bouquehault	62	Jardin	79	1
609121	371	Mésange bleue	Cyanistes caeruleus	Paridae	19.01.2014	19	1	2014	0.38194444444444442	0.39583333333333331	Vieil-Moutier	62	Jardin	202	6
609131	371	Mésange bleue	Cyanistes caeruleus	Paridae	19.01.2014	19	1	2014	0.54166666666666663	0.55555555555555558	Vieil-Moutier	62	Jardin	202	6
609595	371	Mésange bleue	Cyanistes caeruleus	Paridae	19.01.2014	19	1	2014	0.5	0.50347222222222221	Hames-Boucres	62	Jardin	8	1
619250	371	Mésange bleue	Cyanistes caeruleus	Paridae	19.01.2014	19	1	2014	0.34375	0.35416666666666669	Saint-Quentin-de-Caplong	33	Jardin	70	2
649586	371	Mésange bleue	Cyanistes caeruleus	Paridae	19.01.2014	19	1	2014	0.41666666666666669	0.70833333333333337	Boulogne-sur-Mer	62	Jardin	25	1
609673	371	Mésange bleue	Cyanistes caeruleus	Paridae	20.01.2014	20	1	2014	0.51041666666666663	0.52083333333333337	Bouquehault	62	Jardin	82	1
609709	371	Mésange bleue	Cyanistes caeruleus	Paridae	20.01.2014	20	1	2014	0.375	0.5625	Hames-Boucres	62	Jardin	9	1
609996	371	Mésange bleue	Cyanistes caeruleus	Paridae	20.01.2014	20	1	2014	0.5	0.58333333333333337	Maisnil-lès-Ruitz	62	Jardin	115	3
610029	371	Mésange bleue	Cyanistes caeruleus	Paridae	20.01.2014	20	1	2014	0.70833333333333337	0.71875	Bouquehault	62	Jardin	79	1
610707	371	Mésange bleue	Cyanistes caeruleus	Paridae	21.01.2014	21	1	2014	0.36458333333333331	0.37847222222222227	Pessac	33	Jardin	52	1
611038	371	Mésange bleue	Cyanistes caeruleus	Paridae	21.01.2014	21	1	2014	0.52430555555555558	0.54166666666666663	Calais	62	Jardin	4	9
611102	371	Mésange bleue	Cyanistes caeruleus	Paridae	21.01.2014	21	1	2014	0.5	0.54166666666666663	Bouquehault	62	Jardin	82	1
611254	371	Mésange bleue	Cyanistes caeruleus	Paridae	21.01.2014	21	1	2014	0.5	0.54166666666666663	Racquinghem	62	Jardin	24	6
611263	371	Mésange bleue	Cyanistes caeruleus	Paridae	21.01.2014	21	1	2014	0.5	0.54166666666666663	Coutras	33	Jardin	19	3
611548	371	Mésange bleue	Cyanistes caeruleus	Paridae	21.01.2014	21	1	2014	0.5	0.58333333333333337	Maisnil-lès-Ruitz	62	Jardin	115	4
611614	371	Mésange bleue	Cyanistes caeruleus	Paridae	21.01.2014	21	1	2014	0.5	0.60416666666666663	Vieil-Moutier	62	Jardin	202	7
611969	371	Mésange bleue	Cyanistes caeruleus	Paridae	21.01.2014	21	1	2014	0.35416666666666669	0.375	Léognan	33	Jardin	48	4
612007	371	Mésange bleue	Cyanistes caeruleus	Paridae	21.01.2014	21	1	2014	0.6875	0.69791666666666663	Saint-Martin-du-Bois	33	Jardin	31	10
612569	371	Mésange bleue	Cyanistes caeruleus	Paridae	22.01.2014	22	1	2014	0.45833333333333331	0.52083333333333337	Andernos-les-Bains	33	Jardin	13	2
612735	371	Mésange bleue	Cyanistes caeruleus	Paridae	22.01.2014	22	1	2014	0.61111111111111105	0.62847222222222221	Hames-Boucres	62	Jardin	0	2
612751	371	Mésange bleue	Cyanistes caeruleus	Paridae	22.01.2014	22	1	2014	0.52083333333333337	0.54166666666666663	Saint-Martin-du-Bois	33	Jardin	31	12
612842	371	Mésange bleue	Cyanistes caeruleus	Paridae	22.01.2014	22	1	2014	0.375	0.625	Hostens	33	Jardin	77	2
612899	371	Mésange bleue	Cyanistes caeruleus	Paridae	22.01.2014	22	1	2014	0.65625	0.6875	Hames-Boucres	62	Jardin	0	1
612908	371	Mésange bleue	Cyanistes caeruleus	Paridae	22.01.2014	22	1	2014	0.64583333333333337	0.66666666666666663	Bouquehault	62	Jardin	79	1
612917	371	Mésange bleue	Cyanistes caeruleus	Paridae	22.01.2014	22	1	2014	0.47916666666666669	0.5	Bouquehault	62	Jardin	82	1
