date	jour	mois	année	Pas-de-Calais.(62)	Gironde.(33)
42264	17	9	2015	14.6097222222222	16.8583333333333
42265	18	9	2015	13.6097222222222	14.8114285714286
42266	19	9	2015	13.8972222222222	15.1041666666667
42267	20	9	2015	13.6180555555556	15.0854166666667
42268	21	9	2015	13.4041666666667	16.0791666666667
42269	22	9	2015	12.4	15.49375
42270	23	9	2015	13.1125	14.1375
42271	24	9	2015	13.7625	13.88125
42272	25	9	2015	13.2152777777778	16.8875
42273	26	9	2015	11.8972222222222	15.7604166666667
42274	27	9	2015	12.7277777777778	15.4125
42275	28	9	2015	12.7291666666667	16.13125
42276	29	9	2015	12.7402777777778	15.4854166666667
42277	30	9	2015	12.6861111111111	17.475
42278	1	10	2015	11.6357142857143	15.0914893617021
42279	2	10	2015	11.5236111111111	10.0041666666667
42280	3	10	2015	12.2194444444444	12.275
42281	4	10	2015	12.6958333333333	11.6895833333333
42282	5	10	2015	14.6513888888889	19.725
42283	6	10	2015	16.5208333333333	19.125
42284	7	10	2015	13.9	14.7979166666667
42285	8	10	2015	12.2638888888889	13.36875
42286	9	10	2015	11.2013888888889	11.8333333333333
42287	10	10	2015	10.8	12.8333333333333
42288	11	10	2015	8.94027777777778	14.26875
42289	12	10	2015	8.54861111111111	14.1875
42290	13	10	2015	7.83611111111111	12.2895833333333
42291	14	10	2015	6.67777777777778	7.50208333333334
42292	15	10	2015	5.29027777777778	8.94791666666666
42293	16	10	2015	8.65277777777778	7.15416666666667
42294	17	10	2015	10.4902777777778	9.81666666666666
42295	18	10	2015	9.12222222222222	12.5875
42296	19	10	2015	11.2277777777778	12.9041666666667
42297	20	10	2015	10.8444444444444	11.2395833333333
42298	21	10	2015	9.39722222222222	11.0958333333333
42299	22	10	2015	13.0069444444444	12.59375
42300	23	10	2015	11.7541666666667	13.5104166666667
42301	24	10	2015	11.7777777777778	14.0604166666667
42302	25	10	2015	10.6694444444444	14.1041666666667
42303	26	10	2015	11.2777777777778	15.4125
42304	27	10	2015	12.3888888888889	14.2958333333333
42305	28	10	2015	12.3513888888889	11.8375
42306	29	10	2015	10.4944444444444	13.29375
42307	30	10	2015	11.6305555555556	15.4020833333333
42308	31	10	2015	10.5430555555556	15.9625
42309	1	11	2015	11.0125	14.4520833333333
42310	2	11	2015	7.29861111111111	15.1895833333333
42311	3	11	2015	10.7513888888889	14.8916666666667
42312	4	11	2015	12.6916666666667	16.2270833333333
42313	5	11	2015	14.3	15.2583333333333
42314	6	11	2015	16.1013888888889	17.9791666666667
42315	7	11	2015	17.2555555555556	16.65
42316	8	11	2015	14.7111111111111	16.0875
42317	9	11	2015	13.9527777777778	13.8645833333333
42318	10	11	2015	13.6347222222222	12.0708333333333
42319	11	11	2015	12.7111111111111	10.7916666666667
42320	12	11	2015	13.4541666666667	9.21458333333333
42321	13	11	2015	11.7847222222222	13.7166666666667
42322	14	11	2015	9.94861111111111	10.375
42323	15	11	2015	13.8722222222222	8.36041666666666
42324	16	11	2015	12.6777777777778	12.6770833333333
42325	17	11	2015	14.6277777777778	14.03125
42326	18	11	2015	13.6694444444444	16.1645833333333
42327	19	11	2015	12.7013888888889	15.2395833333333
42328	20	11	2015	8.36478873239436	16.06875
42329	21	11	2015	5.01805555555556	8.8125
42330	22	11	2015	3.26805555555555	3.41875
42331	23	11	2015	3.04305555555556	2.3
42332	24	11	2015	5.36527777777778	4.075
42333	25	11	2015	7.43055555555556	11.325
42334	26	11	2015	6.28472222222222	10.9041666666667
42335	27	11	2015	6.43611111111111	9.47291666666667
42336	28	11	2015	7.23611111111111	9.30625
42337	29	11	2015	11.3958333333333	11.2520833333333
42338	30	11	2015	11.7875	10.6916666666667
42339	1	12	2015	12.5805555555556	6.92083333333333
42340	2	12	2015	10.8111111111111	3.7625
42341	3	12	2015	9.19722222222222	6.14468085106383
42342	4	12	2015	9.60416666666667	9.03333333333333
42343	5	12	2015	7.55	5.2875
42344	6	12	2015	10.9861111111111	10.59375
42345	7	12	2015	10.6583333333333	11.1645833333333
42346	8	12	2015	9.80833333333334	11.05625
42347	9	12	2015	7.64722222222222	6.0125
42348	10	12	2015	5.48472222222222	5.47708333333333
42349	11	12	2015	8.40833333333333	7.8125
42350	12	12	2015	9.21944444444444	6.94791666666666
42351	13	12	2015	9.30555555555556	7.00625000000001
42352	14	12	2015	5.92083333333333	9.4875
42353	15	12	2015	8.52222222222222	10.9229166666667
42354	16	12	2015	12.9902777777778	9.89166666666667
42355	17	12	2015	13.5861111111111	11.625
42356	18	12	2015	12.0069444444444	11.0604166666667
42357	19	12	2015	12.8791666666667	12.125
42358	20	12	2015	12.2708333333333	12.6291666666667
42359	21	12	2015	10.8930555555556	11.0333333333333
42360	22	12	2015	12.9833333333333	7.84583333333333
42361	23	12	2015	10.6013888888889	10.725
42362	24	12	2015	10.0361111111111	10.7333333333333
42363	25	12	2015	10.2861111111111	10.80625
42364	26	12	2015	12.0902777777778	10.0625
42365	27	12	2015	10.65	10.2666666666667
42366	28	12	2015	8.06805555555555	10.8854166666667
42367	29	12	2015	9.5	10.73125
42368	30	12	2015	8.66944444444445	11.0833333333333
42369	31	12	2015	8.69583333333333	10.2729166666667
